Taxon name,Author
Inga gracilior,Sprague
Inga grandis,T.D.Penn.
Inga grazielae,(Vinha) T.D.Penn.
Inga guaternata,Poepp.
Inga hayesii,Benth.
Inga herrerae,N.Zamora
Inga heterophylla,Willd.
Inga hintonii,Sandwith        
Inga hispida,Schott ex Benth.
Inga huastecana,M.Sousa
Inga huberi,Ducke
Inga ilta,T.D.Penn.
Inga inflata,Ducke
Inga ingoides,(Rich.) Willd.
Inga insignis,Kunth
Inga interfluminensis,L.Uribe
Inga interrupta,L.Cardenas & De Martino
Inga involucrata,R.S.Cowan
Inga ismaelis,M.Sousa
Inga japurensis,T.D.Penn.
Inga jaunechensis,A.H.Gentry
Inga jefensis,Liesner & D'Arcy
Inga jimenezii,N.Zamora
Inga jinicuil,G.Don
Inga killipiana,J.F.Macbr.
Inga klugii,J.F.Macbr.
Inga lactifera,M.Sousa
Inga lacustris,M.Sousa
Inga lallensis,Spruce ex Benth.
Inga lanceifolia,Benth.
Inga lateriflora,Miq.
Inga latipes,Pittier
Inga laurina,(Sw.) Willd.
Inga laxiflora,Benth.
Inga leiocalycina,Benth.
Inga lenticellata,Benth.
Inga lentiscifolia,Benth.
Inga leonis,N.Zamora
Inga leptantha,Benth.
Inga leptingoides,Amshoff
Inga leptocarpa,T.D.Penn.
Inga lineata,Benth.
Inga litoralis,N.Zamora
Inga lomatophylla,(Benth.) Pittier
Inga longiflora,Spruce ex Benth.
Inga longifoliola,R.S.Cowan.
Inga longipes,Benth.
Inga longispica,Standl.
Inga lopadadenia,Harms
Inga loretana,J.F.Macbr.
Inga loubryana,Poncy
Inga macarenensis,Philipson
Inga macrantha,J.R.Johnst.
Inga macrophylla,Humb. & Bonpl. ex Willd.
Inga manabiensis,T.D.Penn.
Inga marginata,Willd.
Inga maritima,Benth.
Inga martinicensis,C.Presl
Inga maynensis,Benth.
Inga megalobotrys,T.D.Penn.
Inga megaphylla,Poncy & Vester
Inga mendoncaei,Harms
Inga mexicana,(T.D.Penn.) M.Sousa
Inga micradenia,Spruce ex Benth.
Inga microcalyx,Spruce ex Benth.
Inga mortoniana,J.León
Inga mucuna,Walp.
Inga multicaulis,Spruce ex Benth.
Inga multijuga,Benth.
Inga multinervis,T.D.Penn.
Inga neblinensis,L.Cardenas & De Martino
Inga nobilis,Willd.
Inga nouragensis,Poncy
Inga nubium,Poncy
Inga nuda,Salzm. ex Benth.
Inga obidensis,Ducke
Inga obscura,J.F.Macbr.
Inga obtusata,Spruce ex Benth.
Inga oerstediana,Benth.
Inga ornata,Kunth
Inga pachyphylla,Harms
Inga pallida,Rusby
Inga panurensis,Spruce ex Benth.
Inga paraensis,Ducke
Inga paterno,Harms
Inga pauciflora,Duchass. ex Walp.
Inga pavoniana,G.Don
Inga peduncularis,Benth.
Inga pedunculata,(Vinha) T.D.Penn.
Inga pezizifera,Benth.
Inga pilosula,(Rich.) J.F.Macbr.
Inga pinetorum,Pittier
Inga platyptera,Benth.
Inga pleiogyna,T.D.Penn.
Inga plumifera,Spruce ex Benth.
Inga pluricarpellata,T.D.Penn.
Inga poeppigiana,Benth.
Inga polita,Killip
Inga polyantha,Ducke
Inga porcata,T.D.Penn.
Inga portobellensis,Beurl.
Inga praegnans,T.D.Penn.
Inga pruriens,Poepp.
Inga pseudofastuosa,Britton & Killip
Inga pseudoinvolucrata,M.Sousa
Inga psittacorum,L.Uribe
Inga punctata,Willd.
Inga retinocarpa,Poncy
Inga rhynchocalyx,Sandwith
Inga ricardorum,Bernardi & Spichiger
Inga rubiginosa,(Rich.) DC.
Inga ruiziana,G.Don
Inga rusbyi,Pittier
Inga saffordiana,Pittier
Inga salicifolia,T.D.Penn.
Inga saltensis,Burkart
Inga samanensis,L.Uribe
Inga santaremnensis,Ducke
Inga sapindoides,Willd.
Inga sarayacuensis,T.D.Penn.
Inga sastreana,"Acev.-Rodr., S.Carrington & T.D.Penn."
Inga schinifolia,Benth.
Inga sellowiana,Benth.
Inga sertulifera,DC.
Inga sessilis,Mart.
Inga setosa,G.Don
Inga sierrae,Britton & Killip
Inga silanchensis,T.D.Penn.
Inga sinacae,M.Sousa & Ibarra-Manr.
Inga skutchii,Standl.
Inga spectabilis,(Vahl) Willd.
Inga spiralis,Liesner & D'Arcy
Inga splendens,Willd.
Inga standleyana,Pittier
Inga steinbachii,Harms
Inga stenocalyx,Benth.
Inga stenophylla,Standl.
Inga stenopoda,Pittier
Inga stenoptera,Benth.
Inga stipulacea,G.Don
Inga stipularis,DC.
Inga striata,Benth.
Inga striolata,T.D.Penn.
Inga suaveolens,Ducke
Inga suberosa,T.D.Penn.
Inga subnuda,Salzm. ex Benth.
Inga suborbicularis,T.D.Penn.
Inga tarapotensis,Spruce ex Benth.
Inga tenuicalyx,T.D.Penn.
Inga tenuiloba,N.Zamora & T.D.Penn.
Inga tenuipedunculata,J. León
Inga tenuis,(Vell.) Mart.
Inga tenuistipula,Ducke
Inga tessmannii,Harms
Inga thibaudiana,DC.
Inga tocacheana,D.R.Simpson
Inga tomentosa,Benth.
Inga tonduzii,Donn.Sm.
Inga tubaeformis,Benoist
Inga ulei,Harms
Inga umbellifera,(Vahl) Steud. ex DC.
Inga umbilicata,N.Zamora
Inga umbratica,Poepp.
Inga unica,Barneby & J.W.Grimes
Inga uraguensis,Hook. & Arn.
Inga urceolata,N.Zamora
Inga ursi,Pittier
Inga uruguensis,Hook. & Arn.
Inga velutina,Willd.
Inga venusta,Standl.
Inga vera,Willd.
Inga vestita,Benth.
Inga villosissima,Benth.
Inga virescens,Benth.
Inga virgultosa,Desv.
Inga vismiifolia,Poepp.
Inga vulpina,Mart. ex Benth.
Inga xalapensis,Benth.
Inga xinguensis,Ducke
Inga yacoana,J.F.Macbr.
Inga yasuniana,T.D.Penn.
Inhambanella guereensis,(Aubrév. & Pellegr.) T.D.Penn.
Inhambanella henriquezii,(Engl. & Warb.) Dubard
Inocarpus fagifer,(Parkinson ex F.A.Zorn) Fosberg
Inocarpus papuanus,Kosterm.
Intsia bijuga,(Colebr.) Kuntze
Intsia palembanica,Miq.
Iochroma albianthum,S.Leiva
Iochroma confertiflorum,(Miers) Hunz.
Iochroma gesnerioides,(Kunth) Miers
Iochroma grandiflorum,Benth.
Iochroma lehmannii,Bitter        
Iochroma longipes,Miers
Iochroma nitidum,S. Leiva & Quipuscoa
Iochroma squamosum,S.Leiva & Quip.
Iochroma umbellatum,(Ruiz & Pav.) Hunziker ex D'Arcy
Iochroma warscewiczii,Regel
Ipomoea arborescens,(Humb. & Bonpl. ex Willd.) G.Don
Ipomoea cicatricosa,Baker
Ipomoea eximia,House
Ipomoea intrapilosa,Rose
Ipomoea murucoides,Roem. & Schult.
Ipomoea pauciflora,M.Martens & Galeotti
Ipomoea pulcherrima,Ooststr.
Ipomoea teotitlanica,McPherson
Ipomoea wolcottiana,Rose
Iresine arbuscula,Uline & W.L.Bray
Iresine diffusa,Humb. & Bonpl. ex Willd.
Iriartea deltoidea,Ruiz & Pav.
Iriartella setigera,(Mart.) H.Wendl.
Iriartella stenocarpa,Burret
Iridosma letestui,(Pellegr.) Aubrév. & Pellegr.
Irvingbaileya australis,(C.T.White) R.A.Howard
Irvingia excelsa,Mildbr.
Irvingia gabonensis,(Aubry-Lecomte ex O'Rorke) Baill.
Irvingia grandifolia,(Engl.) Engl.
Irvingia malayana,Oliv. ex A.W.Benn.
Irvingia robur,Mildbr.
Irvingia smithii,Hook.f.
Irvingia tenuinucleata,Tiegh.
Iryanthera campinae,W.A.Rodrigues
Iryanthera coriacea,Ducke
Iryanthera crassifolia,A.C. Sm.
Iryanthera dialyandra,Ducke
Iryanthera elliptica,Ducke
Iryanthera grandis,Ducke
Iryanthera hostmannii,(Benth.) Warb.
Iryanthera inpae,W.A. Rodrigues
Iryanthera juruensis,Warb.
Iryanthera laevis,Markgr.
Iryanthera lancifolia,Ducke
Iryanthera macrophylla,Warb.
Iryanthera megistocarpa,A.H.Gentry
Iryanthera megistophylla,A.C.Sm.
Iryanthera obovata,Ducke
Iryanthera olacoides,(A.C.Sm.) A.C. Sm.
Iryanthera paradoxa,(Schwacke) Warb.
Iryanthera paraensis,Huber
Iryanthera polyneura,Ducke
Iryanthera sagotiana,(Benth.) Warb.
Iryanthera tessmannii,Markgr.
Iryanthera tricornis,Ducke
Isertia coccinea,(Aubl.) J.F.Gmel.
Isertia haenkeana,DC.
Isertia hypoleuca,Benth.
Isertia krausei,Standl.
Isertia laevis,(Triana) B.M.Boom
Isertia longifolia,(Hoffmanns. ex Schult.) K.Schum.
Isertia parviflora,Vahl
Isertia pittieri,(Standl.) Standl.
Isertia psammophila,N.Dávila
Isertia reticulata,Britton ex Rusby
Isertia rosea,Spruce ex K.Schum.
Isertia scorpioides,B.M.Boom
Isertia spiciformis,DC.
Isertia verrucosa,(Humb. & Bonpl.) Standl.
Isertia wilhelminensis,Steyerm.
Isidodendron tripterocarpum,"Fern.Alonso, Pérez-Zab. & Idarraga"
Isidorea brachyantha,Urb.
Isoberlinia angolensis,(Welw. ex Benth.) Hoyle & Brenan
Isoberlinia doka,Craib & Stapf
Isoberlinia paradoxa,Hauman
Isoberlinia scheffleri,(Harms) Greenway
Isoberlinia tomentosa,(Harms) Craib & Stapf
Isodendrion laurifolium,A.Gray
Isodendrion pyrifolium,A.Gray
Isolona campanulata,Engl. & Diels
Isolona capuronii,Cavaco & Keraudren        
Isolona cauliflora,Verdc.
Isolona congolana,(De Wild. & T.Durand) Engl. & Diels
Isolona cooperi,Hutch. & Dalziel ex G.P.Cooper & Record
Isolona deightonii,Keay
Isolona dewevrei,(De Wild. & T.Durand) Engl. & Diels
Isolona ghesquierei,Cavaco & Keraudren        
Isolona heinsenii,Engl.
Isolona hexaloba,(Pierre) Engl. & Diels
Isolona humbertiana,Ghesq. ex Cavaco & Keraudren
Isolona lebrunii,Boutique
Isolona le-testui,Pellegr.
Isolona linearis,Couvreur
Isolona madagascariensis,(Baill.) Engl.          
Isolona maitlandii,Keay
Isolona perrieri,Diels
Isolona pilosa,Diels
Isolona thonneri,(De Wild. & T.Durand) Engl. & Diels
Isolona zenkeri,(Engl.) Dyer
Isomacrolobium explicans,(Baill.) Breteler
Isomacrolobium graciliflorum,(Harms) Aubrév. & Pellegr.
Isomacrolobium hallei,Aubrév.
Isomacrolobium isopetalum,(Harms) Aubrév. & Pellegr.
Isomacrolobium lebrunii,(J.Léonard) Aubrév. & Pellegr. ex Breteler
Isomacrolobium leptorrhachis,(Harms) Aubrév. & Pellegr.
Isomacrolobium nigericum,(Baker f.) Aubrév. & Pellegr.
Isomacrolobium obanense,(Baker f.) Aubrév. & Pellegr.
Isomacrolobium sargosii,(Pellegr.) Aubrév. & Pellegr.
Isomacrolobium triplisomere,(Pellegr.) Breteler
Isomacrolobium vignei,(Hoyle) Aubrév. & Pellegr.
Isonandra alloneura,Jeuken
Isonandra borneensis,H.J.Lam
Isonandra caloneura,Kurz
Isonandra compta,Dubard
Isonandra lanceolata,Wight
Isonandra montana,(Thwaites) Gamble
Isonandra perakensis,King & Gamble
Isonandra perrottetiana,A.DC.
Isonandra stocksii,C.B.Clarke
Isonandra villosa,Wight
Isonandra zeylanica,Jeuken
Isopteris penangiana,Wall.
Itaya amicorum,H.E.Moore
Itea chinensis,Hook. & Arn.
Itea coriacea,Y.C.Wu
Itea glutinosa,Hand.-Mazz.
Itea indochinensis,Merr.
Itea kiukiangensis,C.C. Huang & S.C. Huang ex H. Chuang
Itea macrophylla,Wall.
Itea oldhamii,C.K.Schneid.
Itea omeiensis,C.K.Schneid.
Itea parviflora,Hemsl.
Itea rhamnoides,(Harv.) Kubitzki
Itea riparia,Collett & Hemsl.
Itea yangchunensis,S.Y. Jin
Itea yunnanensis,Franch.
Iteadaphne caudata,(Nees) H.W. Li              
Itoa orientalis,Hemsl.
Itoa stapfii,(Koord.) Sleumer
Ivodea analalavensis,"Rabariman.,  Rakoton., Phillipson & Lowry"
Ivodea choungiensis,"Labat, M.Pignal & O.Pascal"
Ivodea delphinensis,"Rabariman.,  Rakoton., Phillipson & Lowry"
Ivodea macrocarpa,"Rabariman.,  Rakoton., Phillipson & Lowry"
Ivodea mahaboensis,"Rabariman.,  Rakoton., Phillipson & Lowry"
Ivodea mananarensis,"Rabariman.,  Rakoton., Phillipson & Lowry"
Ivodea razakamalalae,"Rabariman.,  Rakoton., Phillipson & Lowry"
Ixerba brexioides,A.Cunn.
Ixonanthes chinensis,(Hook. & Arn.) Champ.
Ixonanthes icosandra,Jack
Ixonanthes khasiana,Hook.f.
Ixonanthes petiolaris,Blume
Ixonanthes reticulata,Jack
Ixora accedens,Valeton
Ixora acuminatissima,Müll.Arg.
Ixora agostiniana,Steyerm.
Ixora albersii,K.Schum.
Ixora amplexicaulis,Gillespie
Ixora amplexifolia,K.Schum. & Lauterb.
Ixora aneityensis,Guillaumin
Ixora archboldii,Bremek.
Ixora arestantha,A.C.Sm.
Ixora asme,Guillaumin
Ixora athroantha,Bremek.
Ixora auricularis,Chun & How ex W.Ko
Ixora bahiensis,Benth.
Ixora balinensis,Bremek.
Ixora batesii,Wernham
Ixora bauchiensis,Hutch. & Dalziel
Ixora beckleri,Benth.
Ixora blumei,Zoll. & Moritzi
Ixora borboniae,Mouly & B.Bremer
Ixora borneensis,(Miq.) Boerl.
Ixora brachiata,Roxb.
Ixora brachyantha,Merr.
Ixora brachyanthera,Bremek.
Ixora brachycotyla,Bremek.
Ixora brachypoda,DC.
Ixora brachypogon,Bremek.
Ixora brachyura,Bremek.
Ixora brevicaudata,Bremek.
Ixora brevifolia,Benth.
Ixora brevipedunculata,Fosberg
Ixora brunnescens,Kurz
Ixora brunonis,Wall. ex G.Don
Ixora bullata,Turrill
Ixora burundiensis,Bridson
Ixora calcicola,A.C.Sm.
Ixora calycina,Thwaites
Ixora capillaris,Bremek.
Ixora carewii,Horne ex Baker
Ixora caudata,Bremek.
Ixora cauliflora,Montrouz.
Ixora celebica,Ridl. ex Bremek.
Ixora ceramensis,Bremek.
Ixora chinensis,Lam.
Ixora cibdela,Craib
Ixora clerodendron,Ridl.
Ixora collina,(Montrouz.) Beauvis.
Ixora comptonii,S.Moore
Ixora concinna,R.Br. ex Hook.f.
Ixora conferta,Valeton
Ixora cordifolia,Valeton
Ixora coriifolia,Bremek.
Ixora cowanii,Bremek.
Ixora cuneifolia,Roxb.
Ixora curtisii,Ridl.
Ixora deciduiflora,Bremek.
Ixora delpyana,Pierre ex Pit.
Ixora diversifolia,R.Br. ex Kurz
Ixora dolichothyrsa,Bremek.
Ixora elegans,Gillespie
Ixora elongata,B.Heyne ex G.Don
Ixora endertii,Bremek.
Ixora euosmia,K.Schum.
Ixora fallax,Bremek.
Ixora farinosa,Bremek.
Ixora ferrea,(Jacq.) Benth.
Ixora filiflora,Bremek.
Ixora filipendula,Bremek.
Ixora finlaysoniana,Wall. ex G.Don
Ixora flavescens,Pierre ex Pit.
Ixora floribunda,(A.Rich.) Griseb.
Ixora foliicalyx,Guédès
Ixora foliosa,Hiern
Ixora francii,Schltr. & K.Krause
Ixora fucosa,Bremek.
Ixora fulgida,Ridl.
Ixora fulviflora,Bremek.
Ixora funckii,Wernham
Ixora fuscescens,Valeton ex Merr.
Ixora gardneriana,Benth.
Ixora glomeruliflora,Bremek.
Ixora grandifolia,Zoll. & Moritzi
Ixora greenwoodiana,A.C.Sm.
Ixora gyropogon,Bremek.
Ixora hallieri,Bremek.
Ixora hartiana,De Block
Ixora harveyi,(A.Gray) A.C.Sm.
Ixora havilandii,Ridl.
Ixora henryi,H.Lév.
Ixora hiernii,Scott Elliot
Ixora hippoperifera,Bremek.
Ixora homolleae,Govaerts ex De Block
Ixora hookeri,(Oudem.) Bremek.
Ixora insignis,Chun & How ex W.Ko
Ixora insularum,Bremek.
Ixora intensa,K.Krause
Ixora iteaphylla,Bremek.
Ixora javanica,(Blume) DC.
Ixora johnsonii,Hook.f.
Ixora jourdanii,Mouly & J.Florence
Ixora jucunda,Thwaites
Ixora kaniensis,Valeton
Ixora kerstingii,K.Schum. & Lauterb.
Ixora keyensis,Warb.
Ixora killipii,Standl.
Ixora kinabaluensis,Stapf
Ixora kingdon-wardii,Bremek.
Ixora kingstoni,Hook.f.
Ixora krewanhensis,Pierre ex Pit.
Ixora labuanensis,Bremek.
Ixora lagenifructa,De Block  
Ixora laurentii,De Wild.
Ixora lawsonii,Gamble
Ixora laxiflora,Sm.
Ixora lebangharae,Bremek.
Ixora lobbii,Loudon
Ixora longhanensis,Tao Chen
Ixora lunutica,C.E.C.Fisch.
Ixora macrantha,(Steud.) Bremek.
Ixora macrocotyla,Bremek.
Ixora makassarica,Bremek.
Ixora malabarica,(Dennst.) Mabb.
Ixora margaretae,(N.Hallé) Mouly & B.Bremer
Ixora marquesensis,F.Br.
Ixora martinsii,Standl.
Ixora masoalensis,De Block  
Ixora maxima,Seem.
Ixora membranifolia,Valeton ex Merr.
Ixora merguensis,Hook.f.
Ixora mildbraedii,K.Krause
Ixora moluccana,Bremek.
Ixora mooreensis,(Nadeaud) Fosberg
Ixora moszkowskii,Bremek.
Ixora myitkyinensis,Bremek.
Ixora myrsinoides,A.C.Sm.
Ixora namatanaica,Bremek.
Ixora nandarivatensis,Gillespie
Ixora narcissodora,K.Schum.
Ixora nicaraguensis,Wernham
Ixora nigerica,Keay
Ixora nigricans,R.Br. ex Wight & Arn.
Ixora nitens,(Poir.) Mouly & B.Bremer
Ixora nitidula,Bremek.
Ixora nonantha,Bremek.
Ixora notoniana,Wall. ex G.Don
Ixora novoguineensis,Mouly & B.Bremer
Ixora odoratiflora,Valeton
Ixora oligantha,Schltr. & K.Krause
Ixora ooumuensis,J.Florence
Ixora opaca,R.Br. ex G.Don
Ixora orohenensis,Nadeaud
Ixora otophora,Bremek.
Ixora panurensis,Müll.Arg.
Ixora parviflora,Lam.
Ixora patens,Ridl.
Ixora patula,Bremek.
Ixora pauciflora,DC.
Ixora pavetta,Andrews
Ixora pelagica,Seem.
Ixora pendula,Jack
Ixora peruviana,(Spruce ex K.Schum.) Standl.
Ixora philippinensis,Merr.
Ixora pilosostyla,Di Maio & Peixoto
Ixora polyantha,Wight
Ixora praetermissa,De Block
Ixora prolixa,A.C.Sm.
Ixora pubescens,Willd.
Ixora pubifolia,A.C.Sm.
Ixora pudica,Baker
Ixora pueuana,ined.
Ixora pyrantha,Bremek.
Ixora pyrrhostaura,Bremek.
Ixora raiateensis,J.W.Moore
Ixora raivavaensis,Fosberg
Ixora rakotonasoloi,De Block
Ixora regalis,De Block  
Ixora reticulata,(Blume) Boerl.
Ixora richard-longii,ined.
Ixora ripicola,De Block  
Ixora robinsonii,Ridl.
Ixora roemeri,Bremek.
Ixora rubrinervis,Bremek.
Ixora rufa,Müll.Arg.
Ixora samoensis,A.Gray
Ixora saulierei,Gamble
Ixora scheffleri,K.Schum. & K.Krause
Ixora schomburgkiana,Benth.
Ixora seretii,De Wild.
Ixora setchellii,Fosberg
Ixora simalurensis,Bremek.
Ixora siphonantha,Oliv.    
Ixora sivarajiana,Pradeep
Ixora solomonensis,(Ridsdale) Mouly & B.Bremer
Ixora somosomaensis,Gillespie
Ixora sparsifolia,K.Krause
Ixora spathoidea,F.Br.
Ixora spectabilis,Wall. ex G.Don
Ixora stenophylla,(Korth.) Kuntze
Ixora stenura,Bremek.
Ixora st-johnii,Fosberg
Ixora stokesii,F.Br.
Ixora subauriculata,Bremek.
Ixora subsessilis,Wall. ex G.Don
Ixora temehaniensis,J.W.Moore
Ixora tenelliflora,Merr.
Ixora thwaitesii,Hook.f.
Ixora tibetana,Bremek.
Ixora timorensis,Decne.
Ixora triantha,Volkens
Ixora trichandra,Bremek.
Ixora trichocalyx,Hochr.
Ixora trilocularis,(Balf.f.) Mouly & B.Bremer
Ixora trimera,Guédès
Ixora tubiflora,A.C.Sm.
Ixora uahukaensis,Lorence & W.L.Wagner
Ixora uapouensis,Lorence & W.L.Wagner
Ixora umbellata,Valeton ex Koord. & Valeton
Ixora undulata,Roxb.
Ixora venulosa,Benth.
Ixora vitiensis,A.Gray
Ixora whitei,S.Moore
Ixora yavitensis,Steyerm.
Izozogia nellii,G. Navarro
Jablonskia congesta,(Benth. ex Müll.Arg.) G.L.Webster
Jacaranda acutifolia,Bonpl.
Jacaranda arborea,Urb.
Jacaranda bracteata,Bureau & K.Schum.
Jacaranda brasiliana,(Lam.) Pers.
Jacaranda bullata,A.H.Gentry
Jacaranda caerulea,(L.) J.St.-Hil.
Jacaranda carajasensis,A.H.Gentry
Jacaranda caroba,(Vell.) DC.
Jacaranda caucana,Pittier
Jacaranda copaia,(Aubl.) D.Don
Jacaranda cowellii,Britton & P.Wilson
Jacaranda crassifolia,Morawetz
Jacaranda cuspidifolia,Mart.
Jacaranda decurrens,Cham.
Jacaranda ekmanii,Alain
Jacaranda glabra,(DC.) Bureau & K.Schum.
Jacaranda grandifoliolata,A.H.Gentry
Jacaranda hesperia,Dugand
Jacaranda jasminoides,(Thunb.) Sandwith
Jacaranda macrantha,Cham.
Jacaranda macrocarpa,Bureau & K.Schum.
Jacaranda micrantha,Cham.
Jacaranda microcalyx,A.H.Gentry
Jacaranda mimosifolia,D.Don
Jacaranda montana,Morawetz
Jacaranda mutabilis,Hassl.
Jacaranda obovata,Cham.
Jacaranda obtusifolia,Bonpl.
Jacaranda orinocensis,Sandwith
Jacaranda poitaei,Urb.
Jacaranda praetermissa,Sandwith
Jacaranda puberula,Cham.
Jacaranda pulcherrima,Morawetz
Jacaranda rufa,Silva Manso
Jacaranda selleana,Urb.
Jacaranda sparrei,A.H.Gentry
Jacaranda subalpina,Morawetz
Jacaratia chocoensis,A.H.Gentry & Forero
Jacaratia corumbensis,Kuntze
Jacaratia digitata,(Poepp. & Endl.) Solms
Jacaratia dolichaula,(Donn.Sm.) Woodson
Jacaratia heptaphylla,(Vell.) A. DC.
Jacaratia mexicana,A.DC.
Jacaratia spinosa,(Aubl.) A.DC.
Jackiopsis ornata,(Wall.) Ridsdale
Jacksonia cupulifera,Meisn.
Jacksonia furcellata,(Bonpl.) DC.
Jacksonia scoparia,Sm.
Jacksonia sternbergiana,Benth.
Jacquemontia eastwoodiana,I.M.Johnst.
Jacqueshuberia amplifoliola,R.S.Cowan
Jacqueshuberia loretensis,R.S.Cowan        
Jacqueshuberia purpurea,Ducke
Jacqueshuberia pustulata,Stergios & P.E.Berry
Jacqueshuberia quinquangulata,Ducke
Jacqueshuberia splendens,Stergios & P.E.Berry
Jacquinia arborea,Vahl
Jacquinia armillaris,Jacq.
Jacquinia berteroi,Spreng.
Jacquinia comosa,Urb. & Ekman
Jacquinia keyensis,Mez
Jacquinia linearis,Jacq.
Jacquinia macrantha,Urb.
Jacquinia proctorii,Stearn
Jaffrea xerocarpa,(Baill.) H.C.Hopkins & Pillon
Jagera javanica,(Blume) Kalkman
Jagera pseudorhus,Radlk.
Jailoloa halmaherensis,(Heatubun) Heatubun & W.J.Baker
Janotia macrostipula,(Capuron) J.-F.Leroy
Jaramilloa hylibates,(B.L.Rob.) R.M.King & H.Rob.
Jarandersonia clemensiae,(Burret) Kosterm.
Jarandersonia parvifolia,Kosterm.
Jarandersonia pentaceoides,R. C. K. Chung & H. S. Tan
Jarandersonia purseglovei,(Kosterm.) Kosterm.
Jarandersonia rinoreoides,Kosterm.
Jarandersonia spinulosa,Kosterm.
Jasminocereus thouarsii,(F.A.C. Weber) Backeb.
Jasminum brachyscyphum,Baker
Jasminum brevipetiolatum,Duthie
Jatropha alamanii,Müll.Arg.
Jatropha andrieuxii,Müll.Arg.
Jatropha bartlettii,Wilbur
Jatropha bullockii,E.J.Lott
Jatropha calcarea,Fern.Casas
Jatropha catingae,Ule
Jatropha chamelensis,Pérez-Jim.
Jatropha cinerea,(Ortega) Müll.Arg.
Jatropha conzattii,J.Jiménez Ram.
Jatropha cordata,(Ortega) Müll.Arg.
Jatropha costaricensis,G.L.Webster & Poveda
Jatropha curcas,L.
Jatropha decipiens,M.E.Jones
Jatropha dioica,Sessé
Jatropha divaricata,Sw.
Jatropha elbae,J.Jiménez Ram.
Jatropha galvanii,J.Jiménez Ram. & L.M.Contr.
Jatropha gaumeri,Greenm.
Jatropha glauca,Vahl
Jatropha gossypiifolia,L.
Jatropha grossidentata,Pax & K.Hoffm.
Jatropha hernandiifolia,Vent.
Jatropha hieronymi,Kuntze
Jatropha humboldtiana,McVaugh
Jatropha integerrima,Jacq.
Jatropha macrantha,Müll.Arg.
Jatropha mahafalensis,Jum. & H.Perrier
Jatropha malacophylla,Standl.
Jatropha mcvaughii,Dehgan & G.L.Webster
Jatropha mollissima,(Pohl) Baill.
Jatropha multifida,L.
Jatropha ortegae,Standl.
Jatropha peltata,Sessé
Jatropha pereziae,J.Jiménez Ram.
Jatropha pseudocurcas,Müll.Arg.
Jatropha purpurea,Rose
Jatropha riojae,Miranda
Jatropha rufescens,Brandegee
Jatropha sotoi-nunyezii,Fern.Casas & E.Martínez
Jatropha spinosa,Vahl
Jatropha standleyi,Steyerm.
Jatropha stephani,J.Jiménez Ram. & Mart.Gord.
Jatropha stevensii,G.L.Webster
Jatropha sympetala,S.F.Blake & Standl.
Jatropha tehuantepecana,J.Jiménez Ram. & A.Campos Vilb.
Jatropha tlalcozotitlanensis,J.Jiménez Ram.
Jatropha unicostata,Balf.f.
Jatropha vernicosa,Brandegee
Jatropha weberbaueri,Pax & K.Hoffm.
Jessea multivenia,(Benth. ex Benth.) H.Rob. & Cuatrec.
Joannesia heveoides,Ducke
Joannesia princeps,Vell.
Jodina rhombifolia,(Hook. & Arn.) Reissek
Jollydora duparquetiana,(Baill.) Pierre
Jollydora glandulosa,G.Schellenb.
Jollydora pierrei,Gilg
Joosia aequatoria,Steyerm.
Joosia antioquiana,C.M.Taylor
Joosia dichotoma,(Ruiz & Pav.) H.Karst.
Joosia dielsiana,Standl.
Joosia longisepala,L.Andersson
Joosia macrocalyx,Standl. ex Steyerm.
Joosia multiflora,L.Andersson
Joosia obtusa,L.Andersson
Joosia pulcherrima,Steere
Joosia standleyana,Steyerm.
Joosia umbellifera,H.Karst.
Joseanthus chimborazensis,(Hieron.) H.Rob.
Joseanthus cuatrecasasii,H.Rob.
Joseanthus sparrei,(H.Rob.) H.Rob.       
Joseanthus trichotomus,(Gleason) H.Rob.
Juania australis,(Mart.) Drude ex Hook.f.
Juanulloa ochracea,Cuatrec.
Jubaea chilensis,(Molina) Baill.
Jubaeopsis caffra,Becc.
Juglans ailantifolia,Carrière
Juglans australis,Griseb.
Juglans boliviana,(C.DC.) Dode
Juglans californica,S. Watson
Juglans cinerea,L.
Juglans hindsii,(Jeps.) Jeps. ex R.E.Sm.
Juglans intermedia,Carrière
Juglans jamaicensis,C.DC.
Juglans major,(Torr.) A.Heller
Juglans mandshurica,Maxim.
Juglans microcarpa,Berland.
Juglans mollis,Engelm.
Juglans neotropica,Diels
Juglans nigra,L.
Juglans regia,L.
Juglans sigillata,Dode
Juglans soratensis,W.E. Manning
Juglans steyermarkii,W.E. Manning
Juglans venezuelensis,W.E.Manning
Julbernardia baumii,(Harms) Troupin
Julbernardia brieyi,(De Wild.) Troupin
Julbernardia globiflora,(Benth.) Troupin
Julbernardia hochreutineri,Pellegr.
Julbernardia letouzeyi,Villiers
